Carabus_serratus-Btray-Y2018-NEON.BET.D09.003068-NEON.BET.D09.003900                                           => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Harpalus_desertus-Btray-Y2019-NEON.BET.D10.010026-NEON.BET.D10.011709                                          => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Amara_lindrothi-Btray-Y2019-NEON.BET.D13.002088-NEON.BET.D13.002261                                            => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Dicaelus_elongatus-Btray-Y2022-NEON.BET.D02.011900-NEON.BET.D02.013239                                         => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2019-NEON.BET.D07.007606-NEON.BET.D07.008062                                     => True: 19 , DINO: 20 , Check?: 0, Merge?: 1
Harpalus_pensylvanicus-Atray-Y2021-NEON.BET.D06.007406-NEON.BET.D06.008026                                     => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Myas_cyanescens-Btray-Y2022-NEON.BET.D07.012196-NEON.BET.D07.013602                                            => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Cicindela_punctulata-Btray-Y2015-NEON.BET.D10.003708-NEON.BET.D10.004165                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_mutus-Atray-Y2023-NEON.BET.D05.009274-NEON.BET.D05.009755                                         => True: N/A, DINO: 41 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2022-NEON.BET.D06.008616-NEON.BET.D06.009001                                       => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2021-NEON.BET.D07.010267-NEON.BET.D07.010473                                              => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Calosoma_affine-Btray-Y2019-NEON.BET.D06.005268-NEON.BET.D06.006123                                            => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2022-NEON.BET.D07.013010-NEON.BET.D07.014021                                   => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Cyclotrachelus_freitagi-Btray-Y2022-NEON.BET.D07.013102-NEON.BET.D07.013679                                    => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Scarites_subterraneus-Btray-Y2018-NEON.BET.D06.003005-NEON.BET.D06.004077                                      => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2015-NEON.BET.D11.000412-NEON.BET.D11.000443                                    => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Galerita_bicolor-Atray-Y2019-NEON.BET.D08.002675-NEON.BET.D08.002961                                           => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2017-NEON.BET.D07.001658-NEON.BET.D07.002676                                         => True: N/A, DINO: 31 , Check?: 0, Merge?: 0
Pterostichus_stygicus-Btray-Y2019-NEON.BET.D02.007414-NEON.BET.D02.009049                                      => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Btray-Y2022-NEON.BET.D06.008130-NEON.BET.D06.008828                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Chlaenius_tomentosus-Btray-Y2020-NEON.BET.D06.006300-NEON.BET.D06.007201                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2019-NEON.BET.D07.007482-NEON.BET.D07.007949                                   => True: 52 , DINO: 52 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2018-NEON.BET.D10.007014-NEON.BET.D10.009819                                             => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Dicaelus_sculptilis-Btray-Y2020-NEON.BET.D06.006140-NEON.BET.D06.006278                                        => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2021-NEON.BET.D07.008231-NEON.BET.D07.011928                                     => True: 71 , DINO: 71 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2019-NEON.BET.D16.003024-NEON.BET.D16.003088                                  => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Btray-Y2019-NEON.BET.D07.007173-NEON.BET.D07.008114                                     => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2021-NEON.BET.D07.010463-NEON.BET.D07.011114                                     => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Pterostichus_protractus-Atray-Y2019-NEON.BET.D10.011917-NEON.BET.D10.012270                                    => True: 42 , DINO: 43 , Check?: 0, Merge?: 1
Dicaelus_teter-Atray-Y2017-NEON.BET.D07.002223-NEON.BET.D07.002722                                             => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Chlaenius_emarginatus-Atray-Y2019-NEON.BET.D01.004608-NEON.BET.D01.004710                                      => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pterostichus_ventricosus-Btray-Y2018-NEON.BET.D19.000384-NEON.BET.D19.000419                                   => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2022-NEON.BET.D07.012263-NEON.BET.D07.014044                                     => True: N/A, DINO: 25 , Check?: 0, Merge?: 0
Carabus_vinctus-Btray-Y2018-NEON.BET.D02.005481-NEON.BET.D02.005501                                            => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Btray-Y2023-NEON.BET.D02.14143-NEON.BET.D02.14440                                    => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Dicaelus_purpuratus-Btray-Y2019-NEON.BET.D07.005710-NEON.BET.D07.007596                                        => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Harpalus_desertus-Btray-Y2022-NEON.BET.D13.501598-NEON.BET.D13.501614                                          => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Platynus_decentis-Btray-Y2019-NEON.BET.D07.005924-NEON.BET.D07.007029                                          => True: N/A, DINO: 16 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Btray-Y2017-NEON.BET.D09.002320-NEON.BET.D09.002381                                       => True: 13 , DINO: 14 , Check?: 0, Merge?: 1
Cratacanthus_dubius-Atray-Y2022-NEON.BET.D10.016371-NEON.BET.D10.016586                                        => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Calathus_ingratus-Btray-Y2019-NEON.BET.D19.000607-NEON.BET.D19.000665                                          => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Dicaelus_teter-Atray-Y2019-NEON.BET.D07.006839-NEON.BET.D07.007372                                             => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Cyclotrachelus_convivus-Btray-Y2017-NEON.BET.D08.001391-NEON.BET.D08.001860                                    => True: 45 , DINO: 45 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Atray-Y2018-NEON.BET.D10.008364-NEON.BET.D10.009813                                        => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Omus_dejeanii-Btray-Y2019-NEON.BET.D16.002842-NEON.BET.D16.002863                                              => True: 8  , DINO: 8  , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2019-NEON.BET.D08.002642-NEON.BET.D08.002893                                        => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Btray-Y2019-NEON.BET.D07.005779-NEON.BET.D07.007935                                     => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2021-NEON.BET.D07.009970-NEON.BET.D07.010260                                              => True: 45 , DINO: 45 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Atray-Y2021-NEON.BET.D09.006735-NEON.BET.D09.007820                                       => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Dicheirus_piceus-Atray-Y2021-NEON.BET.D17.001922-NEON.BET.D17.002038                                           => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Pterostichus_protractus-Atray-Y2018-NEON.BET.D12.000035-NEON.BET.D12.000686                                    => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Agonum_quinquepunctatum-Btray-Y2019-NEON.BET.D18.001240-NEON.BET.D18.001796                                    => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2018-NEON.BET.D05.005264-NEON.BET.D05.005301                                       => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Pterostichus_acutipes-Btray-Y2021-NEON.BET.D07.011288-NEON.BET.D07.011976                                      => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2021-NEON.BET.D07.010800-NEON.BET.D07.011084                                              => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Atray-Y2021-NEON.BET.D07.010550-NEON.BET.D07.011964                                  => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.009607-NEON.BET.D10.009690                                       => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2021-NEON.BET.D17.002015-NEON.BET.D17.002299                                          => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Calosoma_calidum-Atray-Y2019-NEON.BET.D09.002760-NEON.BET.D09.005676                                           => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Atray-Y2020-NEON.BET.D10.013305-NEON.BET.D10.002525                                    => True: 46 , DINO: 46 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Btray-Y2017-NEON.BET.D16.000351-NEON.BET.D16.000442                                   => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Scarites_subterraneus-Btray-Y2019-NEON.BET.D02.007439-NEON.BET.D02.008965                                      => True: 14 , DINO: 15 , Check?: 0, Merge?: 1
Tetracha_virginica-Btray-Y2018-NEON.BET.D06.002962-NEON.BET.D06.004032                                         => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2019-NEON.BET.D06.004246-NEON.BET.D06.004526                                        => True: 45 , DINO: 45 , Check?: 0, Merge?: 0
Harpalus_somnulentus-Btray-Y2018-NEON.BET.D09.002827-NEON.BET.D09.004006                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Atray-Y2019-NEON.BET.D10.010680-NEON.BET.D10.012188                                        => True: 61 , DINO: 61 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Btray-Y2020-NEON.BET.D10.009838-NEON.BET.D10.013374                                       => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2019-NEON.BET.D01.004881-NEON.BET.D01.004929                                   => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2018-NEON.BET.D07.003278-NEON.BET.D07.003521                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2019-NEON.BET.D01.004336-NEON.BET.D01.004395                                   => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Scaphinotus_marginatus-Btray-Y2019-NEON.BET.D16.002621-NEON.BET.D16.003163                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Cyclotrachelus_furtivus-Btray-Y2021-NEON.BET.D02.010008-NEON.BET.D02.101129                                    => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Pterostichus_lama-Btray-Y2019-NEON.BET.D17.001251-NEON.BET.D17.001297                                          => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_moestus-Btray-Y2019-NEON.BET.D07.006966-NEON.BET.D07.007745                                       => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2018-NEON.BET.D07.003535-NEON.BET.D07.005253                                   => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2018-NEON.BET.D07.004362-NEON.BET.D07.005349                                   => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2021-NEON.BET.D06.007729-NEON.BET.D06.007966                                    => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
Pterostichus_caribou-Atray-Y2018-NEON.BET.D18.000560-NEON.BET.D18.001204                                       => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2019-NEON.BET.D01.005233-NEON.BET.D01.005281                                     => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Brachinus_alternans-Btray-Y2019-NEON.BET.D06.004527-NEON.BET.D06.004562                                        => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_tristis-Btray-Y2022-NEON.BET.D05.008703-NEON.BET.D05.009168                                       => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Harpalus_desertus-Btray-Y2021-NEON.BET.D10.013605-NEON.BET.D10.014914                                          => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Cyclotrachelus_convivus-Btray-Y2017-NEON.BET.D08.001861-NEON.BET.D08.001918                                    => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004995-NEON.BET.D06.005095                                    => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Harpalus_somnulentus-Btray-Y2019-NEON.BET.D05.005761-NEON.BET.D05.006410                                       => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.005194-NEON.BET.D06.005227                                    => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2019-NEON.BET.D02.007941-NEON.BET.D02.008004                                         => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2017-NEON.BET.D09.002483-NEON.BET.D09.002647                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Anisodactylus_haplomus-Btray-Y2022-NEON.BET.D11.002421-NEON.BET.D11.002919                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2021-NEON.BET.D01.006640-NEON.BET.D01.007549                                       => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Btray-Y2021-NEON.BET.D01.007532-NEON.BET.D01.007577                                       => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2018-NEON.BET.D05.004872-NEON.BET.D05.004944                                         => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Galerita_bicolor-Btray-Y2021-NEON.BET.D07.008314-NEON.BET.D07.010003                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2017-NEON.BET.D07.002269-NEON.BET.D07.002867                                              => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Atray-Y2019-NEON.BET.D09.005248-NEON.BET.D09.005500                                      => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Cyclotrachelus_fucatus-Atray-Y2022-NEON.BET.D07.013218-NEON.BET.D07.013993                                     => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D06.003697-NEON.BET.D06.004178                                       => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Pterostichus_novus-Btray-Y2021-NEON.BET.D05.008239-NEON.BET.D05.008273                                         => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2018-NEON.BET.D01.003785-NEON.BET.D01.003832                                   => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Amara_scitula-Btray-Y2019-NEON.BET.D17.001073-NEON.BET.D17.001572                                              => True: 8  , DINO: 8  , Check?: 0, Merge?: 0
Pterostichus_permundus-Btray-Y2018-NEON.BET.D06.003416-NEON.BET.D06.004073                                     => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Galerita_bicolor-Atray-Y2021-NEON.BET.D08.003115-NEON.BET.D08.003508                                           => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.009759-NEON.BET.D10.009806                                       => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2019-NEON.BET.D01.004501-NEON.BET.D01.004540                                              => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Btray-Y2021-NEON.BET.D09.005609-NEON.BET.D09.007785                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2021-NEON.BET.D07.008240-NEON.BET.D07.011683                                   => True: N/A, DINO: 51 , Check?: 0, Merge?: 0
Pterostichus_caribou-Atray-Y2019-NEON.BET.D18.001851-NEON.BET.D18.002170                                       => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Harpalus_amputatus-Btray-Y2019-NEON.BET.D06.005487-NEON.BET.D06.006095                                         => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Anisodactylus_merula-Btray-Y2019-NEON.BET.D03.002290-NEON.BET.D03.002455                                       => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Galerita_bicolor-Btray-Y2020-NEON.BET.D07.009011-NEON.BET.D07.009484                                           => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2022-NEON.BET.D06.008447-NEON.BET.D06.009032                                        => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2022-NEON.BET.D02.011906-NEON.BET.D02.12120                                          => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Calathus_advena-Btray-Y2019-NEON.BET.D13.002042-NEON.BET.D13.002044                                            => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Myas_coracinus-Btray-Y2021-NEON.BET.D07.008287-NEON.BET.D07.011033                                             => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Btray-Y2018-NEON.BET.D08.002029-NEON.BET.D08.002464                                     => True: 5  , DINO: 5  , Check?: 0, Merge?: 0
Harpalus_opacipennis-Btray-Y2020-NEON.BET.D09.005810-NEON.BET.D09.006689                                       => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2018-NEON.BET.D05.004025-NEON.BET.D05.005299                                       => True: 60 , DINO: 60 , Check?: 0, Merge?: 0
Anisodactylus_merula-Btray-Y2018-NEON.BET.D07.004300-NEON.BET.D07.005939                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Btray-Y2023-NEON.BET.D07.014859-NEON.BET.D07.015111                                     => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_permundus-Btray-Y2020-NEON.BET.D06.006306-NEON.BET.D06.007325                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Dicaelus_elongatus-Btray-Y2019-NEON.BET.D06.004236-NEON.BET.D06.005068                                         => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Btray-Y2021-NEON.BET.D10.013772-NEON.BET.D10.015263                                        => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004575-NEON.BET.D06.004761                                    => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Btray-Y2019-NEON.BET.D16.002617-NEON.BET.D16.003159                                  => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004907-NEON.BET.D06.004986                                    => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Anisodactylus_dulcicollis-Atray-Y2018-NEON.BET.D02.006886-NEON.BET.D02.006948                                  => True: 55 , DINO: 55 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2020-NEON.BET.D10.012918-NEON.BET.D10.013278                                      => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2019-NEON.BET.D05.006133-NEON.BET.D05.006459                                     => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Galerita_bicolor-Btray-Y2020-NEON.BET.D02.009402-NEON.BET.D02.009428                                           => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Dicaelus_politus-Btray-Y2020-NEON.BET.D07.009116-NEON.BET.D07.009478                                           => True: 11 , DINO: 12 , Check?: 0, Merge?: 1
Pterostichus_novus-Btray-Y2020-NEON.BET.D05.007049-NEON.BET.D05.007240                                         => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Myas_cyanescens-Btray-Y2018-NEON.BET.D07.003314-NEON.BET.D07.004794                                            => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Atray-Y2021-NEON.BET.D05.008308-NEON.BET.D05.008365                                    => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Harpalus_somnulentus-Btray-Y2021-NEON.BET.D09.006836-NEON.BET.D09.007813                                       => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2019-NEON.BET.D02.008064-NEON.BET.D02.008353                                         => True: 59 , DINO: 59 , Check?: 0, Merge?: 0
Amphasia_sericea-Btray-Y2021-NEON.BET.D02.010242-NEON.BET.D02.010283                                           => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_sp.-Btray-Y2021-NEON.BET.D02.010644-NEON.BET.D02.010924                                           => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Atray-Y2019-NEON.BET.D06.005327-NEON.BET.D06.005897                                     => True: 52 , DINO: 52 , Check?: 0, Merge?: 0
Cyclotrachelus_faber-Btray-Y2018-NEON.BET.D03.001837-NEON.BET.D03.002008                                       => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Btray-Y2019-NEON.BET.D05.005870-NEON.BET.D05.006598                                   => True: N/A, DINO: 11 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2018-NEON.BET.D16.000695-NEON.BET.D16.001106                                  => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Amara_tenax-Btray-Y2019-NEON.BET.D09.004294-NEON.BET.D09.005565                                                => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Pasimachus_sublaevis-Atray-Y2018-NEON.BET.D03.001904-NEON.BET.D03.001970                                       => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Calosoma_calidum-Btray-Y2019-NEON.BET.D12.000689-NEON.BET.D12.001299                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2020-NEON.BET.D16.003184-NEON.BET.D16.003562                                  => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D02.011302-NEON.BET.D02.011372                                         => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Amara_angustatoides-Btray-Y2020-NEON.BET.D09.005807-NEON.BET.D09.006660                                        => True: N/A, DINO: 14 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2021-NEON.BET.D05.008054-NEON.BET.D05.008573                                       => True: 71 , DINO: 71 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2020-NEON.BET.D10.012791-NEON.BET.D10.012879                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Discoderus_parallelus-Btray-Y2021-NEON.BET.D10.013604-NEON.BET.D10.010276                                      => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Cicindela_punctulata-Btray-Y2018-NEON.BET.D10.008671-NEON.BET.D10.009075                                       => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Atray-Y2023-NEON.BET.D01.009582-NEON.BET.D01.009852                                     => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Calathus_advena-Btray-Y2019-NEON.BET.D13.002093-NEON.BET.D13.002317                                            => True: N/A, DINO: 13 , Check?: 0, Merge?: 0
Amara_conflata-Btray-Y2019-NEON.BET.D17.000932-NEON.BET.D17.001622                                             => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Btray-Y2018-NEON.BET.D16.001883-NEON.BET.D16.001912                                  => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2018-NEON.BET.D16.001436-NEON.BET.D16.001798                                   => True: 83 , DINO: 83 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Atray-Y2020-NEON.BET.D06.007362-NEON.BET.D06.007405                                     => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Atray-Y2021-NEON.BET.D07.008235-NEON.BET.D07.011885                                     => True: 70 , DINO: 70 , Check?: 0, Merge?: 0
Harpalus_herbivagus-Atray-Y2019-NEON.BET.D10.010031-NEON.BET.D10.012169                                        => True: 58 , DINO: 58 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2015-NEON.BET.D06.000009-NEON.BET.D06.000198                                        => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2023-NEON.BET.D09.009228-NEON.BET.D09.009625                                       => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Scarites_subterraneus-Btray-Y2022-NEON.BET.D08.003775-NEON.BET.D08.003937                                      => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Dicaelus_teter-Btray-Y2021-NEON.BET.D07.009542-NEON.BET.D07.011872                                             => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D11.002542-NEON.BET.D11.002729                                    => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Btray-Y2020-NEON.BET.D10.012905-NEON.BET.D10.012950                                       => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Scarites_vicinus-Atray-Y2020-NEON.BET.D06.006468-NEON.BET.D06.007176                                           => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pterostichus_permundus-Btray-Y2018-NEON.BET.D02.005910-NEON.BET.D02.005932                                     => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Btray-Y2019-NEON.BET.D06.005357-NEON.BET.D06.006012                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2020-NEON.BET.D07.009352-NEON.BET.D07.009373                                   => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004785-NEON.BET.D06.005014                                    => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2018-NEON.BET.D13.001549-NEON.BET.D13.001943                                             => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pterostichus_tristis-Btray-Y2019-NEON.BET.D01.005058-NEON.BET.D01.005072                                       => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D06.003141-NEON.BET.D06.003341                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2022-NEON.BET.D09.008668-NEON.BET.D09.008941                                       => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Dicheirus_piceus-Btray-Y2022-NEON.BET.D17.002491-NEON.BET.D17.002731                                           => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2023-NEON.BET.D06.009398-NEON.BET.D06.009603                                        => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2014-NEON.BET.D10.001138-NEON.BET.D10.002508                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
